locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBLCLPDI_01136	CDS	1890				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01137	CDS	306				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01138	CDS	810				hydroxyethylthiazole kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01139	CDS	819				bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase, Lactobacillus reuteri MM4-1A,whole genome shotgun sequence
MBLCLPDI_01140	CDS	648				thiamine phosphate synthase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01141	CDS	1260				chloride channel protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01142	CDS	2307				hypothetical protein
MBLCLPDI_01143	CDS	642				PAP2 family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01144	CDS	189				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01145	CDS	357				IS66 family insertion sequence hypothetical protein, Lactobacillus reuteri MM4-1A Contig21738, whole genome shotgun sequence
MBLCLPDI_01146	CDS	129				IS66 family transposase, Lactobacillus reuteri MM4-1A Contig21723, whole genome shotgun sequence
MBLCLPDI_01147	CDS	1419				IS66 family transposase, Lactobacillus reuteri MM4-1A Contig21723, whole genome shotgun sequence
MBLCLPDI_01148	rRNA	110				5S ribosomal RNA
MBLCLPDI_01149	rRNA	2919				23S ribosomal RNA
MBLCLPDI_01150	rRNA	1573				16S ribosomal RNA
MBLCLPDI_01151	CDS	489				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01152	CDS	1008				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01153	CDS	282				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01154	CDS	837				histidine phosphatase family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01155	CDS	705				glucosamine-6-phosphate deaminase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01156	CDS	570				cell filamentation protein Fic, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01157	CDS	414				XRE family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01158	CDS	2259				bifunctional metallophosphatase/5'-nucleotidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01159	CDS	678				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01160	CDS	3102				SMC family ATPase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01161	CDS	1119				exonuclease SbcCD subunit D, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01162	CDS	777				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01163	CDS	876				hypothetical protein
MBLCLPDI_01164	CDS	2499				DEAD/DEAH box helicase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01165	CDS	1893				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01166	CDS	792				hypothetical protein
MBLCLPDI_01167	CDS	795				XRE family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01168	CDS	258				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01169	CDS	1404				amino acid permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01170	CDS	933				homocysteine S-methyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01171	CDS	426				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01172	CDS	969				IS30 family transposase, Lactobacillus reuteri MM4-1A Contig21713, whole genome shotgun sequence
MBLCLPDI_01173	CDS	918				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01174	CDS	759				ATPase AAA, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01175	CDS	1212				IS21 family transposase, Lactobacillus reuteri MM4-1A Contig21713, whole genome shotgun sequence
MBLCLPDI_01176	CDS	1092				ATP-dependent helicase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01177	CDS	1614				ATPase AAA, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01178	CDS	2019				NTPase KAP, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01179	CDS	1584				hypothetical protein
MBLCLPDI_01180	CDS	846				dTDP-4-dehydrorhamnose reductase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01181	CDS	888				UDP-glucose 4-epimerase GalE, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01182	CDS	237				hypothetical protein
MBLCLPDI_01183	CDS	1002				transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01184	CDS	399				transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01185	CDS	525				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01186	CDS	1176				transposase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01187	CDS	345				IS200/IS605 family transposase, Lactobacillus reuteri MM4-1A Contig21713, whole genome shotgun sequence
MBLCLPDI_01188	CDS	219				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01189	CDS	576				helix-turn-helix domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01190	CDS	237				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01191	CDS	504				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01192	CDS	1503				glycerol kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01193	CDS	186				4-oxalocrotonate tautomerase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01194	CDS	1830				potassium transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01195	CDS	1404				peptidase U34, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01196	CDS	714				transposase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01197	CDS	852				IS3 family transposase, Lactobacillus reuteri MM4-1A Contig21713, whole genome shotgun sequence
MBLCLPDI_01198	CDS	1668				thioredoxin reductase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01199	CDS	564				peroxiredoxin, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01200	CDS	882				L-serine ammonia-lyase, iron-sulfur-dependent, subunit alpha, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01201	CDS	663				serine dehydratase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01202	CDS	228				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01203	CDS	465				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01204	CDS	270				30S ribosomal protein S14, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01205	CDS	852				metallophosphoesterase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01206	CDS	1224				MFS transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01207	CDS	702				bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE,Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01208	CDS	1140				5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase, Lactobacillus reuteri MM4-1A,whole genome shotgun sequence
MBLCLPDI_01209	CDS	744				cyclase family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01210	CDS	900				1,4-dihydroxy-2-naphthoate polyprenyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01211	CDS	981				polyprenyl synthetase family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01212	CDS	2019				beta-galactosidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01213	CDS	1923				PTS sugar transporter subunit IIA, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01214	CDS	1020				LacI family DNA-binding transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01215	CDS	480				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01216	CDS	1383				group II intron reverse transcriptase/maturase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01217	CDS	828				exodeoxyribonuclease III, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01218	CDS	333				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01219	CDS	225				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01220	CDS	459				IS200/IS605 family transposase, Lactobacillus reuteri MM4-1A Contig21740, whole genome shotgun sequence
MBLCLPDI_01221	CDS	1200				N-acetylmuramoyl-L-alanine amidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01222	CDS	372				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01223	CDS	327				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01224	CDS	1089				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01225	CDS	552				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01226	CDS	120				XkdX family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01227	CDS	405				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01228	CDS	1110				hypothetical protein
MBLCLPDI_01229	CDS	1146				SGNH/GDSL hydrolase family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01230	CDS	270				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01231	CDS	243				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01232	CDS	4080				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01233	CDS	1752				hydrolase Nlp/P60, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01234	CDS	846				phage tail family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01235	CDS	3831				lytic transglycosylase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01236	CDS	387				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01237	CDS	711				tail protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01238	CDS	384				hypothetical protein
MBLCLPDI_01239	CDS	417				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01240	CDS	351				head-tail adaptor protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01241	CDS	369				phage gp6-like head-tail connector protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01242	CDS	1176				phage major capsid protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01243	CDS	732				Clp protease ClpP, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01244	CDS	1191				phage portal protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01245	CDS	1890				terminase large subunit, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01246	CDS	174				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01247	CDS	438				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01248	CDS	474				phage terminase small subunit P27 family, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01249	CDS	537				HNH endonuclease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01250	CDS	180				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01251	CDS	459				IS200/IS605 family transposase, Lactobacillus reuteri MM4-1A Contig21740, whole genome shotgun sequence
MBLCLPDI_01252	CDS	99				hypothetical protein
MBLCLPDI_01253	CDS	843				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01254	CDS	423				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01255	CDS	144				hypothetical protein
MBLCLPDI_01256	CDS	312				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01257	CDS	285				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01258	CDS	189				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01259	CDS	342				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01260	CDS	261				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01261	CDS	195				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01262	CDS	153				hypothetical protein
MBLCLPDI_01263	CDS	279				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01264	CDS	93				hypothetical protein
MBLCLPDI_01265	CDS	372				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01266	CDS	330				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01267	CDS	858				primosomal replication protein N, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01268	CDS	774				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01269	CDS	990				DNA recombination protein RecT, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01270	CDS	231				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01271	CDS	186				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01272	CDS	507				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01273	CDS	279				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01274	CDS	774				phage repressor protein/antirepressor Ant, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01275	CDS	204				XRE family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01276	CDS	438				XRE family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01277	CDS	441				ImmA/IrrE family metallo-endopeptidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01278	CDS	510				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01279	CDS	318				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01280	CDS	1131				site-specific integrase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01281	CDS	387				50S ribosomal protein L19, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01282	CDS	1431				amino acid permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01283	CDS	759				tRNA (guanosine(37)-N1)-methyltransferase TrmD, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01284	CDS	507				ribosome maturation factor RimM, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01285	CDS	261				KH domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01286	CDS	276				30S ribosomal protein S16, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01287	CDS	1446				signal recognition particle protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01288	CDS	342				putative DNA-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01289	CDS	1527				signal recognition particle-docking protein FtsY, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01290	CDS	3564				chromosome segregation protein SMC, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01291	CDS	702				ribonuclease 3, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01292	CDS	255				acyl carrier protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01293	CDS	1032				phosphate acyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01294	CDS	2037				DNA helicase RecG, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01295	CDS	1710				DAK2 domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01296	CDS	363				Asp23/Gls24 family envelope stress response protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01297	CDS	186				50S ribosomal protein L28, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01298	CDS	651				thiamine diphosphokinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01299	CDS	654				ribulose-phosphate 3-epimerase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01300	CDS	891				ribosome biogenesis GTPase RsgA, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01301	CDS	1905				Stk1 family PASTA domain-containing Ser/Thr kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01302	CDS	741				Stp1/IreP family PP2C-type Ser/Thr phosphatase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01303	CDS	1350				16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01304	CDS	954				methionyl-tRNA formyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01305	CDS	2430				primosomal protein N', Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01306	CDS	1206				bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01307	CDS	219				DNA-directed RNA polymerase subunit omega, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01308	CDS	621				guanylate kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01309	CDS	333				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01310	CDS	1680				DNA repair protein RecN, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01311	CDS	453				ArgR family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01312	CDS	822				TlyA family rRNA (cytidine-2'-O)-methyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01313	CDS	873				polyprenyl synthetase family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01314	CDS	282				exodeoxyribonuclease 7 small subunit, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01315	CDS	1338				exodeoxyribonuclease 7 large subunit, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01316	CDS	861				bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01317	CDS	417				N utilization substance protein B, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01318	CDS	438				Asp23/Gls24 family envelope stress response protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01319	CDS	675				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01320	CDS	1077				aminopeptidase P family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01321	CDS	708				YggS family pyridoxal phosphate-dependent enzyme, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01322	CDS	282				50S ribosomal protein L27, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01323	CDS	324				ribosomal-processing cysteine protease Prp, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01324	CDS	309				50S ribosomal protein L21, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01325	CDS	633				TetR/AcrR family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01326	tRNA	76				tRNA-Arg(tct)
MBLCLPDI_01327	CDS	135				hypothetical protein
MBLCLPDI_01328	CDS	507				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01329	CDS	1029				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01330	CDS	888				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01331	CDS	315				metal-sulfur cluster assembly factor, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01332	CDS	528				peptide-methionine (S)-S-oxide reductase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01333	CDS	852				MetQ/NlpA family ABC transporter substrate-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01334	CDS	126				hypothetical protein
MBLCLPDI_01335	CDS	1182				aspartate aminotransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01336	CDS	1506				glutamate--tRNA ligase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01337	CDS	1344				type I glutamate--ammonia ligase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01338	CDS	924				tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01339	CDS	177				hypothetical protein
MBLCLPDI_01340	CDS	387				rhodanese-like domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01341	CDS	972				glucokinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01342	CDS	240				hypothetical protein
MBLCLPDI_01343	CDS	660				rhomboid family intramembrane serine protease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01344	CDS	555				5-formyltetrahydrofolate cyclo-ligase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01345	CDS	150				50S ribosomal protein L33, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01346	CDS	2079				penicillin-binding protein 2, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01347	CDS	2616				membrane protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01348	CDS	390				heme biosynthesis protein HemY, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01349	CDS	477				transcription elongation factor GreA, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01350	CDS	657				uridine kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01351	CDS	639				peptidoglycan endopeptidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01352	CDS	2418				phenylalanine--tRNA ligase subunit beta, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01353	CDS	1047				phenylalanine--tRNA ligase subunit alpha, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01354	CDS	339				transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01355	CDS	507				HD domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01356	CDS	777				RNA methyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01357	CDS	276				acylphosphatase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01358	CDS	951				membrane protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01359	CDS	411				peptide deformylase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01360	CDS	1320				multidrug transporter MatE, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01361	CDS	1494				glutamate/gamma-aminobutyrate family transporter YjeM, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01362	CDS	1476				sensor histidine kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01363	CDS	687				DNA-binding response regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01364	CDS	180				50S ribosomal protein L32, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01365	CDS	558				DNA-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01366	CDS	1134				nucleotidyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01367	CDS	741				class I SAM-dependent methyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01368	CDS	357				ribosome silencing factor, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01369	CDS	615				HD domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01370	CDS	645				nicotinate-nucleotide adenylyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01371	CDS	312				ribosome assembly RNA-binding protein YhbY, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01372	CDS	1128				ribosome biogenesis GTPase YqeH, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01373	CDS	531				YqeG family HAD IIIA-type phosphatase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
